text,font_size,size_vs_body,is_bold,y_pos,line_length,word_count,is_all_caps,starts_with_number,ends_with_colon,page_num,doc_name,label
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",10,0,0,107,73,9,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to describe the differences between testing activities in Agile projects,10,0,0,119,98,15,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,120,1,1,0,0,0,10,E0CCG5S312.pdf,
and non-Agile projects.,10,0,0,131,23,3,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to describe how development and testing activities are integrated in,10,0,0,143,94,15,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,144,1,1,0,0,0,10,E0CCG5S312.pdf,
Agile projects.,10,0,0,155,15,2,0,0,0,10,E0CCG5S312.pdf,
  The tester should be able to describe the role of independent testing in Agile projects.,10,0,0,167,91,16,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to describe the tools and techniques used to communicate the status of,10,0,0,179,96,17,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,180,1,1,0,0,0,10,E0CCG5S312.pdf,
"testing in an Agile project, including test progress and product quality.",10,0,0,190,73,11,0,0,0,10,E0CCG5S312.pdf,
  The tester should be able to describe the process of evolving tests across multiple iterations and,10,0,0,203,101,17,0,0,0,10,E0CCG5S312.pdf,
explain why test automation is important to manage regression risk in Agile projects.,10,0,0,214,85,13,0,0,0,10,E0CCG5S312.pdf,
"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",10,0,0,226,99,17,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,227,1,1,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to understand the role of a tester within an Agile team.,10,0,0,238,82,16,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,239,1,1,0,0,0,10,E0CCG5S312.pdf,
"Chapter 3: Agile Testing Methods, Techniques, and Tools",10,0,0,261,55,8,0,0,0,10,E0CCG5S312.pdf,
"  The tester should be able to recall the concepts of test-driven development, acceptance test-",10,0,0,274,96,15,0,0,0,10,E0CCG5S312.pdf,
"driven development, and behavior-driven development.",10,0,0,285,52,5,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to recall the concepts of the test pyramid.,10,0,0,297,69,13,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,298,1,1,0,0,0,10,E0CCG5S312.pdf,
  The tester should be able to summarize the testing quadrants and their relationships with testing,10,0,0,310,100,16,0,0,0,10,E0CCG5S312.pdf,
levels and testing types.,10,0,0,321,25,4,0,0,0,10,E0CCG5S312.pdf,
"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",10,0,0,333,89,19,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,334,1,1,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to assess quality risks within an Agile project.,10,0,0,345,74,13,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,346,1,1,0,0,0,10,E0CCG5S312.pdf,
  The tester should be able to estimate testing effort based on iteration content and quality risks.,10,0,0,358,101,17,0,0,0,10,E0CCG5S312.pdf,
  The tester should be able to interpret relevant information to support testing activities.,10,0,0,370,93,14,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to explain to business stakeholders how to define testable acceptance,10,0,0,382,95,15,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,383,1,1,0,0,0,10,E0CCG5S312.pdf,
criteria.,10,0,0,393,9,1,0,0,0,10,E0CCG5S312.pdf,
"  Given a user story, the tester should be able to write acceptance test-driven development test",10,0,0,406,97,16,0,0,0,10,E0CCG5S312.pdf,
cases.,10,0,0,417,6,1,0,0,0,10,E0CCG5S312.pdf,
"For both functional and non-functional behavior, the tester should be able to write test cases using",10,0,0,429,100,16,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,430,1,1,0,0,0,10,E0CCG5S312.pdf,
black box test design techniques based on given user stories.,10,0,0,441,61,10,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to perform exploratory testing to support the testing of an Agile project.,10,0,0,453,100,17,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,454,1,1,0,0,0,10,E0CCG5S312.pdf,
The tester should be able to recall different tools available to testers according to their purpose,10,0,0,465,99,16,0,0,0,10,E0CCG5S312.pdf,
,10,0,0,466,1,1,0,0,0,10,E0CCG5S312.pdf,
and to activities in Agile projects.,10,0,0,477,36,6,0,0,0,10,E0CCG5S312.pdf,
"Version 2014 Page 11 of 12 May 31, 2014",10,0,0,719,39,9,0,0,0,10,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,10,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,11,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,11,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,11,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,11,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,11,E0CCG5S312.pdf,
4. References,16,6,0,120,13,2,0,0,0,11,E0CCG5S312.pdf,
4.1 Trademarks,14,4,0,169,14,2,0,1,0,11,E0CCG5S312.pdf,
The following registered trademarks and service marks are used in this document:,10,0,0,193,80,12,0,0,1,11,E0CCG5S312.pdf,
®,6,-4,0,218,1,1,0,0,0,11,E0CCG5S312.pdf,
ISTQB is a registered trademark of the International Software Testing Qualifications Board,10,0,0,219,90,12,0,0,0,11,E0CCG5S312.pdf,
4.2 Documents and Web Sites,14,4,0,255,27,5,0,1,0,11,E0CCG5S312.pdf,
Identifier Reference,10,0,1,279,20,2,0,0,0,11,E0CCG5S312.pdf,
[ISTQB-Web] Web site of the International Software Testing Qualifications Board. Refer,10,0,0,294,86,11,0,0,0,11,E0CCG5S312.pdf,
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),10,0,0,305,74,11,0,0,0,11,E0CCG5S312.pdf,
"Version 2014 Page 12 of 12 May 31, 2014",10,0,0,719,39,9,0,0,0,11,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,11,E0CCG5S312.pdf,
Ontario’s Libraries,16,5,0,72,19,2,0,0,0,0,E0H1CM114.pdf,
Working T ogether,16,5,0,95,17,3,0,0,0,0,E0H1CM114.pdf,
RFP: R RFP: Re e equest f quest f quest fo o or Pr r Pr r Proposal oposal oposal,32,21,0,157,80,20,0,0,0,0,E0H1CM114.pdf,
RFP: R RFP: R e quest f o r Pr oposal,32,21,0,158,37,11,0,0,0,0,E0H1CM114.pdf,
T o Present a Proposal for Developing,24,13,0,244,37,7,0,0,0,0,E0H1CM114.pdf,
the Business Plan for the Ontario,24,13,0,272,33,6,0,0,0,0,E0H1CM114.pdf,
Digital Library,24,13,0,300,15,2,0,0,0,0,E0H1CM114.pdf,
"March 21, 2003",20,9,0,339,14,3,0,0,0,0,E0H1CM114.pdf,
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",10,-1,0,695,101,18,0,0,0,0,E0H1CM114.pdf,
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,10,-1,0,708,94,15,0,0,0,0,E0H1CM114.pdf,
learners and effective contributors towards Ontario’s prosperity.,10,-1,0,722,65,7,0,0,0,0,E0H1CM114.pdf,
Ontario’s Digital Library,20,9,0,89,25,3,0,0,0,1,E0H1CM114.pdf,
A Critical Component for Implementing Ontario’s Road Map to,16,5,0,118,59,9,0,0,0,1,E0H1CM114.pdf,
Prosperity Strategy,16,5,0,136,19,2,0,0,0,1,E0H1CM114.pdf,
Summary,12,1,0,196,7,1,0,0,0,1,E0H1CM114.pdf,
The purpose of this Request for Proposal ( RFP ) is to invite firms and/or consultants to,11,0,0,227,89,17,0,0,0,1,E0H1CM114.pdf,
present a proposal for developing the business plan for the Ontario Digital Library (ODL).,11,0,0,239,90,14,0,0,0,1,E0H1CM114.pdf,
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11,0,0,252,97,15,0,0,0,1,E0H1CM114.pdf,
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11,0,0,265,93,17,0,0,0,1,E0H1CM114.pdf,
developed is to document and clearly communicate:,11,0,0,277,49,7,0,0,1,1,E0H1CM114.pdf,
"how the ODL will be implemented, including the timeline",11,0,0,302,55,9,0,0,0,1,E0H1CM114.pdf,
the financial plan for the implementation,11,0,0,315,41,6,0,0,0,1,E0H1CM114.pdf,
"the financial plan for the first 2 operating years, including capital and operating costs,",11,0,0,327,90,14,0,0,0,1,E0H1CM114.pdf,
"revenues, etc.",11,0,0,340,14,2,0,0,0,1,E0H1CM114.pdf,
a financial forecast for the succeeding 2 operating years,11,0,0,353,57,9,0,0,0,1,E0H1CM114.pdf,
the services and products to be delivered by the ODL,11,0,0,365,52,10,0,0,0,1,E0H1CM114.pdf,
how the ODL will operate and be managed following the implementation,11,0,0,378,68,11,0,0,0,1,E0H1CM114.pdf,
"who will be involved, and what their role/responsibility will be, for both the",11,0,0,390,78,13,0,0,0,1,E0H1CM114.pdf,
implementation and operational stages,11,0,0,403,37,4,0,0,0,1,E0H1CM114.pdf,
the marketing and communications plan for the ODL,11,0,0,416,49,8,0,0,0,1,E0H1CM114.pdf,
This business plan must be completed and approved by the ODL Steering Committee no,11,0,0,441,82,14,0,0,0,1,E0H1CM114.pdf,
"later than September 30, 2003",11,0,0,454,29,5,0,0,0,1,E0H1CM114.pdf,
Timeline:,11,0,0,478,9,1,0,0,1,1,E0H1CM114.pdf,
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11,0,0,503,85,13,0,0,0,1,E0H1CM114.pdf,
th,7,-4,1,515,2,1,0,0,0,1,E0H1CM114.pdf,
intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by April 11 .,11,0,0,516,87,17,0,0,0,1,E0H1CM114.pdf,
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11,0,0,540,69,11,0,0,0,1,E0H1CM114.pdf,
"( lmoore@accessola.com ), Executive Director, The Ontario Library Association,",11,0,0,553,78,9,0,0,0,1,E0H1CM114.pdf,
100 Lombard,10,-1,0,554,11,2,0,1,0,1,E0H1CM114.pdf,
"Proposals must be received by Noon on Monday,",11,0,0,566,45,8,0,0,0,1,E0H1CM114.pdf,
"St., Suite 303, Toronto, ON  M5C 1M3.",10,-1,0,567,37,7,0,0,0,1,E0H1CM114.pdf,
"April 21, 2003.",11,0,1,578,15,3,0,0,0,1,E0H1CM114.pdf,
Those proposals that are short-listed will be invited to discuss their proposal during the week,11,0,0,603,95,15,0,0,0,1,E0H1CM114.pdf,
"of April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11,0,0,616,88,16,0,0,0,1,E0H1CM114.pdf,
interview will be expected to discuss the project and their approach with the selection,11,0,0,628,87,14,0,0,0,1,E0H1CM114.pdf,
committee .,11,0,0,641,11,2,0,0,0,1,E0H1CM114.pdf,
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",11,0,0,666,90,17,0,0,0,1,E0H1CM114.pdf,
commence as soon as possible thereafter.,11,0,0,678,40,6,0,0,0,1,E0H1CM114.pdf,
2 2 2 2,9,-2,0,731,7,4,0,1,0,1,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,1,E0H1CM114.pdf,
Please note that we reserve the right not to select any of the submitted proposals and may,11,0,0,70,90,17,0,0,0,2,E0H1CM114.pdf,
seek further response to these Terms of Reference.,11,0,0,83,50,8,0,0,0,2,E0H1CM114.pdf,
"If you require further information or have any questions, please contact Michael Ridley by e-",11,0,0,108,93,15,0,0,0,2,E0H1CM114.pdf,
mail ( mridley@uoguelph.ca ) only by 3:00 p.m. on Friday April 18th . All questions and,11,0,0,120,87,16,0,0,0,2,E0H1CM114.pdf,
responses will be shared with those who have indicated that they will be submitting a,11,0,0,133,85,15,0,0,0,2,E0H1CM114.pdf,
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11,0,0,146,92,14,0,0,0,2,E0H1CM114.pdf,
Ridley by April 11 th that they will be submitting a proposal will not receive any further,11,0,0,158,90,17,0,0,0,2,E0H1CM114.pdf,
information or question responses.,11,0,0,171,34,4,0,0,0,2,E0H1CM114.pdf,
Background,12,1,0,206,10,1,0,0,0,2,E0H1CM114.pdf,
"First, some background on the ODL. For the last two years the Ontario Library Association",11,0,0,237,89,15,0,0,0,2,E0H1CM114.pdf,
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11,0,0,250,88,14,0,0,0,2,E0H1CM114.pdf,
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11,0,0,262,95,11,0,0,0,2,E0H1CM114.pdf,
"college, and school libraries, as well as Ontario government ministries.",11,0,0,275,72,10,0,0,0,2,E0H1CM114.pdf,
Libraries that serve very different clientele recognize that by working together they can create,11,0,0,300,96,14,0,0,0,2,E0H1CM114.pdf,
"seamless access to quality electronic library services. Through the ODL, students will be",11,0,0,312,89,13,0,0,0,2,E0H1CM114.pdf,
"able to explore a topic at school, use the same child-safe resources after school (either at",11,0,0,325,92,16,0,0,0,2,E0H1CM114.pdf,
"home or at a public library), enter college or university with a knowledge of how to use",11,0,0,338,88,17,0,0,0,2,E0H1CM114.pdf,
"electronic resources that are still available and then, after graduation, continue to use these",11,0,0,350,95,14,0,0,0,2,E0H1CM114.pdf,
skills and resources at work or at home.,11,0,0,363,40,8,0,0,0,2,E0H1CM114.pdf,
We are moving into a period of convergence. With convergence we no longer have to license,11,0,0,388,89,16,0,0,0,2,E0H1CM114.pdf,
commercial products as individual libraries or institutions. We can work together to spend our,11,0,0,400,94,14,0,0,0,2,E0H1CM114.pdf,
money wisely. The provincial government has made this possible by working hard to provide,11,0,0,413,89,14,0,0,0,2,E0H1CM114.pdf,
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11,0,0,426,93,13,0,0,0,2,E0H1CM114.pdf,
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11,0,0,438,93,15,0,0,0,2,E0H1CM114.pdf,
best to exploit communications technology. We can reduce barriers to access and create the,11,0,0,451,90,14,0,0,0,2,E0H1CM114.pdf,
content infrastructure needed to support a knowledge society.,11,0,0,464,61,8,0,0,0,2,E0H1CM114.pdf,
"The concept of an ODL is a key element in The Roadmap to Prosperity , a strategic plan to",11,0,0,488,89,19,0,0,0,2,E0H1CM114.pdf,
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11,0,0,501,87,13,0,0,0,2,E0H1CM114.pdf,
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11,0,0,513,91,14,0,0,0,2,E0H1CM114.pdf,
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11,0,0,526,91,13,0,0,0,2,E0H1CM114.pdf,
"that and much more. The ODL will connect students to electronic information, and will also",11,0,0,539,90,15,0,0,0,2,E0H1CM114.pdf,
leverage this investment to help connect all citizens to the electronic information they need as,11,0,0,551,96,15,0,0,0,2,E0H1CM114.pdf,
"they make decisions, solve problems and enhance their quality of life.",11,0,0,564,70,11,0,0,0,2,E0H1CM114.pdf,
Libraries have long been a key delivery point for public services. The ODL will allow that,11,0,0,589,90,16,0,0,0,2,E0H1CM114.pdf,
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11,0,0,602,94,16,0,0,0,2,E0H1CM114.pdf,
rooms.,11,0,0,615,6,1,0,0,0,2,E0H1CM114.pdf,
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11,0,0,640,96,14,0,0,0,2,E0H1CM114.pdf,
and of learning from others. The ODL is a very practical solution to various problems.,11,0,0,653,86,15,0,0,0,2,E0H1CM114.pdf,
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11,0,0,678,91,14,0,0,0,2,E0H1CM114.pdf,
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11,0,0,691,90,13,0,0,0,2,E0H1CM114.pdf,
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11,0,0,703,94,14,0,0,0,2,E0H1CM114.pdf,
3 3 3 3,9,-2,0,731,7,4,0,1,0,2,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,2,E0H1CM114.pdf,
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11,0,0,70,89,12,0,0,0,3,E0H1CM114.pdf,
with its members to promote universal access to materials and resources in more than 250,11,0,0,83,88,15,0,0,0,3,E0H1CM114.pdf,
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11,0,0,96,88,11,0,0,0,3,E0H1CM114.pdf,
"not include elementary or secondary schools. However, the timeline and funding we are",11,0,0,108,85,13,0,0,0,3,E0H1CM114.pdf,
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11,0,0,121,89,13,0,0,0,3,E0H1CM114.pdf,
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11,0,0,133,90,13,0,0,0,3,E0H1CM114.pdf,
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11,0,0,146,95,17,0,0,0,3,E0H1CM114.pdf,
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11,0,0,159,83,12,0,0,0,3,E0H1CM114.pdf,
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11,0,0,171,88,14,0,0,0,3,E0H1CM114.pdf,
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11,0,0,184,89,13,0,0,0,3,E0H1CM114.pdf,
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11,0,0,197,90,15,0,0,0,3,E0H1CM114.pdf,
TAL.,11,0,0,209,4,1,1,0,0,3,E0H1CM114.pdf,
The ODL will be a partnership-based organization providing seamless electronic information,11,0,0,235,90,11,0,0,0,3,E0H1CM114.pdf,
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11,0,0,247,101,18,0,0,0,3,E0H1CM114.pdf,
common resources The ODL will recognize the unique responsibilities and needs of public,11,0,0,260,87,13,0,0,0,3,E0H1CM114.pdf,
"libraries, school libraries, college and university libraries and special libraries. The ODL",11,0,0,273,92,12,0,0,0,3,E0H1CM114.pdf,
"envisions a digital network of information resources, allowing members to collaborate when",11,0,0,285,90,12,0,0,0,3,E0H1CM114.pdf,
there is mutual benefit and to support the common mandates of local libraries.,11,0,0,298,78,13,0,0,0,3,E0H1CM114.pdf,
The principles which will define and guide the ODL are:,11,0,0,323,55,10,0,0,1,3,E0H1CM114.pdf,
Equitable access for all Ontarians:,11,0,1,347,35,5,0,0,1,3,E0H1CM114.pdf,
"We will bring consistent, high-quality electronic resources and services to 10 million",11,0,0,372,86,12,0,0,0,3,E0H1CM114.pdf,
Ontario citizens,11,0,0,384,16,2,0,0,0,3,E0H1CM114.pdf,
We will eliminate barriers to the access to information and create more consistent,11,0,0,409,82,13,0,0,0,3,E0H1CM114.pdf,
services for library clients.,11,0,0,422,29,4,0,0,0,3,E0H1CM114.pdf,
Shared decision-making and accountability:,11,0,1,446,42,4,0,0,1,3,E0H1CM114.pdf,
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11,0,0,471,82,11,0,0,0,3,E0H1CM114.pdf,
licenses and services,11,0,0,484,21,3,0,0,0,3,E0H1CM114.pdf,
We will balance the interests and realities of small and large as well as rich and poor,11,0,0,508,87,17,0,0,0,3,E0H1CM114.pdf,
communities and institutions.,11,0,0,521,29,3,0,0,0,3,E0H1CM114.pdf,
Shared governance structure:,11,0,1,546,28,3,0,0,1,3,E0H1CM114.pdf,
We will share decision-making in order to enable the people we serve.,11,0,0,570,69,12,0,0,0,3,E0H1CM114.pdf,
We will work based on an underlying assumption of trust and synergy.,11,0,0,595,68,12,0,0,0,3,E0H1CM114.pdf,
Shared funding:,11,0,1,620,15,2,0,0,1,3,E0H1CM114.pdf,
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11,0,0,644,91,13,0,0,0,3,E0H1CM114.pdf,
and put Ontario dollars to work for everyone .,11,0,0,657,46,9,0,0,0,3,E0H1CM114.pdf,
We will be willing to pool talents and dollars in order to provide common services that are,11,0,0,682,91,17,0,0,0,3,E0H1CM114.pdf,
truly greater than those that can be maintained by individual institutions.,11,0,0,694,75,11,0,0,0,3,E0H1CM114.pdf,
4 4 4 4,9,-2,0,731,7,4,0,1,0,3,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,3,E0H1CM114.pdf,
Local points of entry:,11,0,1,70,22,4,0,0,1,4,E0H1CM114.pdf,
"We will provide the licenses, infrastructure, services and support that enable local",11,0,0,96,84,12,0,0,0,4,E0H1CM114.pdf,
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11,0,0,108,88,13,0,0,0,4,E0H1CM114.pdf,
"providing the underpinning, not overshadowing.",11,0,0,121,46,5,0,0,0,4,E0H1CM114.pdf,
Services envisioned for the ODL’s include:,11,0,0,146,42,6,0,0,1,4,E0H1CM114.pdf,
Access:,11,0,1,171,7,1,0,0,1,4,E0H1CM114.pdf,
"to the “deep” web (i.e. Commercial, purchased electronic services)",11,0,0,184,66,9,0,0,0,4,E0H1CM114.pdf,
to credible web sites and electronic resources,11,0,0,197,46,7,0,0,0,4,E0H1CM114.pdf,
to digital government information,11,0,0,209,33,4,0,0,0,4,E0H1CM114.pdf,
to local digital collections,11,0,0,222,28,4,0,0,0,4,E0H1CM114.pdf,
Guidance and Advice:,11,0,1,247,20,3,0,0,1,4,E0H1CM114.pdf,
to support e-learning,11,0,0,260,21,3,0,0,0,4,E0H1CM114.pdf,
"to support citizens, in real-time, as they try to use electronic resources",11,0,0,273,74,12,0,0,0,4,E0H1CM114.pdf,
to assist citizens as they use web-links,11,0,0,285,40,7,0,0,0,4,E0H1CM114.pdf,
Training:,11,0,1,298,9,1,0,0,1,4,E0H1CM114.pdf,
for library workers,11,0,0,311,19,3,0,0,0,4,E0H1CM114.pdf,
for the general public,11,0,0,323,22,4,0,0,0,4,E0H1CM114.pdf,
Provincial Purchasing & Licensing:,11,0,1,349,34,4,0,0,1,4,E0H1CM114.pdf,
of electronic content on a consortia basis for all member libraries,11,0,0,361,67,11,0,0,0,4,E0H1CM114.pdf,
Technological Support:,11,0,1,386,22,2,0,0,1,4,E0H1CM114.pdf,
of common standards for the preservation and archiving local digital content,11,0,0,399,76,11,0,0,0,4,E0H1CM114.pdf,
of a common interface to ODL resources and services that can be imbedded in local,11,0,0,412,81,15,0,0,0,4,E0H1CM114.pdf,
library web sites,11,0,0,424,17,3,0,0,0,4,E0H1CM114.pdf,
What could the ODL really mean?,11,0,0,466,31,6,0,0,0,4,E0H1CM114.pdf,
For each Ontario citizen it could mean:,11,0,1,492,39,7,0,0,1,4,E0H1CM114.pdf,
One local point of entry to access seamless electronic library services and,11,0,0,505,75,12,0,0,0,4,E0H1CM114.pdf,
"resources for their personal, educational and professional needs;",11,0,0,517,65,8,0,0,0,4,E0H1CM114.pdf,
"Access to credible, high-quality, user-friendly electronic services through their",11,0,0,530,81,9,0,0,0,4,E0H1CM114.pdf,
"community, school, or academic library;",11,0,0,543,39,5,0,0,0,4,E0H1CM114.pdf,
Confidence that the electronic services and sources they – and their children,11,0,0,555,77,12,0,0,0,4,E0H1CM114.pdf,
"– are using are safe, valid, and bringing them both global and local",11,0,0,568,68,13,0,0,0,4,E0H1CM114.pdf,
perspectives;,11,0,0,581,13,1,0,0,0,4,E0H1CM114.pdf,
Electronic information and tools that enhance job skills and the learning,11,0,0,593,73,11,0,0,0,4,E0H1CM114.pdf,
experience,11,0,0,606,10,1,0,0,0,4,E0H1CM114.pdf,
For each Ontario student it could mean:,11,0,1,630,39,7,0,0,1,4,E0H1CM114.pdf,
"One local point of entry to quality, curriculum- based electronic information",11,0,0,643,77,11,0,0,0,4,E0H1CM114.pdf,
resources and services,11,0,0,656,22,3,0,0,0,4,E0H1CM114.pdf,
"Connection to their individual educational environment, whether at the",11,0,0,669,70,9,0,0,0,4,E0H1CM114.pdf,
"elementary, secondary or post-secondary levels",11,0,0,681,46,5,0,0,0,4,E0H1CM114.pdf,
5 5 5 5,9,-2,0,731,7,4,0,1,0,4,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,4,E0H1CM114.pdf,
"Confidence that the services and resources people are using are credible,",11,0,0,70,73,11,0,0,0,5,E0H1CM114.pdf,
available when they need them and adaptable to different learning styles,11,0,0,83,72,11,0,0,0,5,E0H1CM114.pdf,
For each Ontario library it could mean:,11,0,1,108,39,7,0,0,1,5,E0H1CM114.pdf,
One point of entry for themselves and their clientele to quality electronic,11,0,0,121,75,12,0,0,0,5,E0H1CM114.pdf,
"resources and services that support and enhance their collections, programs",11,0,0,134,75,10,0,0,0,5,E0H1CM114.pdf,
and services,11,0,0,146,12,2,0,0,0,5,E0H1CM114.pdf,
"The opportunity to show case their local community, collections, services, and",11,0,0,159,78,11,0,0,0,5,E0H1CM114.pdf,
expertise,11,0,0,171,9,1,0,0,0,5,E0H1CM114.pdf,
"The opportunity to gain from the provincial, collaborative partnership in order",11,0,0,184,79,11,0,0,0,5,E0H1CM114.pdf,
to provide a seamless gateway to digital resources and services,11,0,0,197,63,10,0,0,0,5,E0H1CM114.pdf,
For the Ontario government it could mean:,11,0,1,222,41,7,0,0,1,5,E0H1CM114.pdf,
"A point of entry to information services and resources for all Ontario citizens,",11,0,0,235,80,13,0,0,0,5,E0H1CM114.pdf,
connecting to portal initiatives .,11,0,0,247,34,5,0,0,0,5,E0H1CM114.pdf,
Support of the Ontario E-Learning strategy through a collaborative digital,11,0,0,260,74,10,0,0,0,5,E0H1CM114.pdf,
library initiative that positions Ontario on the global e-learning scene,11,0,0,273,72,10,0,0,0,5,E0H1CM114.pdf,
Improved access and flexibility for all students at all ages and stages,11,0,0,285,71,12,0,0,0,5,E0H1CM114.pdf,
(supports Ontario’s lifelong learning strategy),11,0,0,298,47,5,0,0,0,5,E0H1CM114.pdf,
The opportunity to address emerging job skills shortages and facilitate school,11,0,0,311,78,11,0,0,0,5,E0H1CM114.pdf,
to work and job to job transitions with the necessary information and,11,0,0,323,69,12,0,0,0,5,E0H1CM114.pdf,
knowledge supports and tools,11,0,0,336,28,4,0,0,0,5,E0H1CM114.pdf,
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11,0,0,361,92,14,0,0,0,5,E0H1CM114.pdf,
by a voting membership. The Board will include representatives from all stakeholders. We,11,0,0,374,88,13,0,0,0,5,E0H1CM114.pdf,
envision a governance model similar to that prepared for the province’s ORION network.,11,0,0,386,86,13,0,0,0,5,E0H1CM114.pdf,
"More information regarding the envisioned phasing, funding and resources required for the",11,0,0,411,89,12,0,0,0,5,E0H1CM114.pdf,
ODL can be found in the appendixes.,11,0,0,424,35,7,0,0,0,5,E0H1CM114.pdf,
The Business Plan to be Developed,12,1,0,459,33,6,0,0,0,5,E0H1CM114.pdf,
The business plan which needs to be developed for the ODL must be a formal business plan,11,0,0,502,88,17,0,0,0,5,E0H1CM114.pdf,
"that documents and clearly communicates the ODL’s services, funding and governance",11,0,0,514,82,11,0,0,0,5,E0H1CM114.pdf,
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11,0,0,527,90,13,0,0,0,5,E0H1CM114.pdf,
"2007. The planning process must also secure the full commitment of all stakeholders, as",11,0,0,540,87,14,0,0,0,5,E0H1CM114.pdf,
represented on the Steering Committee.,11,0,0,552,38,5,0,0,0,5,E0H1CM114.pdf,
"Specifically, the business plan must include:",11,0,0,576,45,6,0,0,1,5,E0H1CM114.pdf,
"how the ODL will be implemented, including the timeline",11,0,0,602,55,9,0,0,0,5,E0H1CM114.pdf,
